alg,n_components,noise_id,rre_mean,acc_mean,nmi_mean,p,r,rre_sd,acc_sd,nmi_sd
ModifiedNMF,10,0,0.3604557274204784,0.63,0.7963591032055483,0.1,0.5,0.0006410737292870201,0.024327371162012567,0.012151678640140566
ModifiedNMF,20,0,0.3462532766297473,0.6766666666666666,0.8171367550125839,0.1,0.5,0.0005633654666012991,0.01950387742393554,0.007563358729798076
ModifiedNMF,30,0,0.33660241527243595,0.6722222222222222,0.8090351046362618,0.1,0.5,0.0005826875085011853,0.031180478223116162,0.02335033280888488
ModifiedNMF,40,0,0.3285279646746974,0.6594444444444445,0.8070207330205973,0.1,0.5,0.0006679951195129769,0.023455368702871723,0.022010296160260186
ModifiedNMF,50,0,0.32122479191803016,0.6261111111111111,0.7823074358359081,0.1,0.5,0.0005225488853542524,0.026249632566505424,0.024688275093539942
NmfHyperEstimator,10,0,0.3619460373579548,0.6577777777777778,0.81487157388885,0.1,0.5,0.002396601024831285,0.020355634400623653,0.010210165855656452
NmfHyperEstimator,20,0,0.349362635653081,0.7033333333333333,0.8375989310027172,0.1,0.5,0.0021688935282801252,0.032773069341672484,0.01896006477298224
NmfHyperEstimator,30,0,0.3387627994227812,0.7105555555555556,0.8348415762541569,0.1,0.5,0.0018463581371043895,0.020260647254233852,0.013551931726202402
NmfHyperEstimator,40,0,0.3303897653936757,0.6894444444444444,0.822746094466073,0.1,0.5,0.0018401081735617206,0.019972975569163928,0.007648460304919931
NmfHyperEstimator,50,0,0.3240254690837362,0.6855555555555555,0.8134866024789915,0.1,0.5,0.004074899439972533,0.03163497439446212,0.015498445891587657
NmfL1Estimator,10,0,0.4159721088491054,0.21166666666666661,0.3963948062156413,0.1,0.5,0.0008178486230103915,0.00691661088777152,0.012435683438962883
NmfL1Estimator,20,0,0.4179647569795916,0.19944444444444445,0.384681538282722,0.1,0.5,0.0006034408672098457,0.00908634846322007,0.01584094540932085
NmfL1Estimator,30,0,0.41762066496395195,0.18944444444444444,0.37226316608896437,0.1,0.5,0.0007485723128877614,0.006022078719077443,0.014231706997354121
NmfL1Estimator,40,0,0.41707041980211024,0.1927777777777778,0.3783706917234582,0.1,0.5,0.00048241792345511003,0.01171945728318277,0.01576526616564169
NmfL1Estimator,50,0,0.41634904751104973,0.18833333333333332,0.367765199615831,0.1,0.5,0.0006212942640044502,0.011520245196293164,0.018577651676682645
NmfL2Estimator,10,0,0.36300236280566456,0.6411111111111111,0.7979443989749011,0.1,0.5,0.0008824570275705265,0.027102913150334373,0.016433258377596172
NmfL2Estimator,20,0,0.3511193032977426,0.6900000000000001,0.8269236777512867,0.1,0.5,0.0004650037881970221,0.013117465503464017,0.00345450468686588
NmfL2Estimator,30,0,0.34334209848210184,0.6894444444444444,0.8220508064843937,0.1,0.5,0.0006010084621243034,0.025260983431977038,0.01400227931961717
NmfL2Estimator,40,0,0.33703050984383076,0.6677777777777777,0.8066220122847444,0.1,0.5,0.0007051693243919828,0.03841978978226691,0.019136414053655983
NmfL2Estimator,50,0,0.3314807881196266,0.6488888888888888,0.7938233173488458,0.1,0.5,0.0006229113450587185,0.025954019170662413,0.016898842093757624
