alg,n_components,noise_id,rre_mean,acc_mean,nmi_mean,mean,sigma,rre_sd,acc_sd,nmi_sd
NmfHyperEstimator,50,8,0.17376221030535516,0.08052486187845305,0.07269872770536646,0.0,40.0,0.0010230404077512746,0.005665665367811775,0.009266316684137238
NmfHyperEstimator,50,9,0.1737726720386302,0.08545119705340701,0.07871953835085385,0.0,45.0,0.004241638279238464,0.01859464403485963,0.02435318465519863
NmfL1Estimator,50,0,0.3262427474621029,0.08558931860036832,0.08854779738917365,0.0,0.0,0.0028712996522484244,0.0030420051066258314,0.006322562363511645
NmfL1Estimator,50,1,0.294613010099832,0.08577348066298343,0.09104294845622693,0.0,5.0,0.001826418824972042,0.0020365665313116788,0.003268221916143259
NmfL1Estimator,50,2,0.2774704333789573,0.08291896869244937,0.08228132851222665,0.0,10.0,0.0034213374523390156,0.003660470331891974,0.0041355221944538905
NmfL1Estimator,50,3,0.3046926718055025,0.08351749539594844,0.0807231746163946,0.0,15.0,0.013188223801222967,0.002369583679020108,0.004519911317481975
NmfL1Estimator,50,4,0.31108537544860565,0.08135359116022099,0.0802786635983849,0.0,20.0,0.005580571127126147,0.00200157137378307,0.005540461720223966
NmfL1Estimator,50,5,0.2952993518533244,0.08181399631675876,0.07862571639331975,0.0,25.0,0.0008097040160603937,0.002001571373783072,0.0067929120018068315
NmfL1Estimator,50,6,0.2709000710193678,0.0809852670349908,0.07817460170398179,0.0,30.0,0.0004155984217053565,0.0027662649881767614,0.0053823966979805755
NmfL1Estimator,50,7,0.2522333417348235,0.08232044198895026,0.07926114592002688,0.0,35.0,0.00033335677763579667,0.002777735382872629,0.005082940458099642
NmfL1Estimator,50,8,0.24369682946144486,0.08047882136279924,0.07745158720045577,0.0,40.0,0.000264855433555882,0.0026116694151237145,0.00505629320246403
NmfL1Estimator,50,9,0.23120132826706374,0.08038674033149171,0.0716993759282851,0.0,45.0,0.00026617996830772276,0.0025606695659440362,0.004873765742619521
NmfL2Estimator,50,0,0.18184389563864384,0.24553406998158378,0.3214827376678573,0.0,0.0,0.0006462525822791626,0.012584501189967854,0.010865919778870832
NmfL2Estimator,50,1,0.1570906630312955,0.2314456721915285,0.31687718143135346,0.0,5.0,0.0006698240979089682,0.008959320834393832,0.018503646971259814
NmfL2Estimator,50,2,0.14873014527326328,0.2188305709023941,0.30438099077773956,0.0,10.0,0.0004888365355553027,0.009403117063258314,0.006573174246210805
NmfL2Estimator,50,3,0.14551086761622398,0.20580110497237566,0.28782308727332057,0.0,15.0,0.0003734244373169527,0.01017068233626819,0.016104022416415294
NmfL2Estimator,50,4,0.15197904791071531,0.18991712707182323,0.2670838170478123,0.0,20.0,0.00021364189055966555,0.007218726105826723,0.012778849403212443
NmfL2Estimator,50,5,0.15804027307931895,0.1839318600368324,0.2533624724994704,0.0,25.0,0.000390847809702948,0.006166488828380737,0.007937959705515323
NmfL2Estimator,50,6,0.15868317833850046,0.16408839779005524,0.2220967727247944,0.0,30.0,0.0002867019813055411,0.009786422759043211,0.014032088961261726
NmfL2Estimator,50,7,0.159442237419552,0.15368324125230207,0.2008520985827733,0.0,35.0,0.00014344438092344896,0.00676933026499213,0.012350232057153507
NmfL2Estimator,50,8,0.1634482533732395,0.1414364640883978,0.18319404588071114,0.0,40.0,0.0001932502355752017,0.0038508028453191337,0.007618979393335759
NmfL2Estimator,50,9,0.16278151578600242,0.12582872928176797,0.15673026924071437,0.0,45.0,0.00013689251465445865,0.0033975141614033654,0.008521142402524797
