alg,n_components,noise_id,rre_mean,acc_mean,nmi_mean,mean,sigma,rre_sd,acc_sd,nmi_sd
ModifiedNMF,30,0,0.1401690972524783,0.7333333333333334,0.8563176879617145,0.0,0.0,0.0005890282130018432,0.013010412496663333,0.005426638972549257
ModifiedNMF,30,1,0.13442972825607447,0.7125,0.8405699423599445,0.0,5.0,0.0006699776779327389,0.016535945694153696,0.012007597602622747
ModifiedNMF,30,2,0.13524073117705862,0.6958333333333333,0.8376417956223002,0.0,10.0,0.00037541387041698925,0.03083051788947649,0.013703806426343635
ModifiedNMF,30,3,0.1308308886196523,0.7333333333333334,0.8635796420500109,0.0,15.0,0.00037369291246456876,0.014433756729740673,0.006522530296709785
ModifiedNMF,30,4,0.13361483125157975,0.7062500000000002,0.8469912213063365,0.0,20.0,0.0002883991913682177,0.0,0.0043651232696157215
ModifiedNMF,50,0,0.11451616864150299,0.6958333333333333,0.8257465431498229,0.0,0.0,0.0007460504232613969,0.028182810955143127,0.019426379569894608
ModifiedNMF,50,1,0.11047613430866123,0.65,0.7985677788258753,0.0,5.0,0.00045380805444112976,0.034798527267687646,0.025830167022477563
ModifiedNMF,50,2,0.1132620826822366,0.6416666666666667,0.8027193344503841,0.0,10.0,0.0002982806175833903,0.02194927865177648,0.008300364490990577
ModifiedNMF,50,3,0.11167223443913925,0.6229166666666667,0.7798629462666348,0.0,15.0,0.0001502848044906022,0.06005639710583159,0.037807089025538525
ModifiedNMF,50,4,0.1160742254525694,0.6395833333333333,0.8015370565742251,0.0,20.0,0.0002432418745786355,0.029536347664078807,0.01755229672616713
NmfHyperEstimator,30,0,0.14935169390726064,0.7770833333333335,0.8825220398860075,0.0,0.0,0.0024224228513416097,0.009547032697824608,0.007784329658365245
NmfHyperEstimator,30,1,0.13621174450445575,0.78125,0.8866193749376636,0.0,5.0,0.0036784316301649617,0.03903123748998996,0.017679937384927055
NmfHyperEstimator,30,2,0.14617710107427406,0.7687499999999999,0.8792364716414675,0.0,10.0,0.005317551134362283,0.016535945694153707,0.004053577919150003
NmfHyperEstimator,30,3,0.14103066446235182,0.78125,0.8817837995895333,0.0,15.0,0.006814877596099143,0.016535945694153707,0.0045929587697447665
NmfHyperEstimator,30,4,0.15102936286503413,0.7333333333333334,0.8637780801555844,0.0,20.0,0.005424167950588038,0.015728821740147395,0.0062036598380222595
NmfHyperEstimator,50,0,0.12477401242367414,0.7937500000000001,0.8885809839096223,0.0,0.0,0.00658368182899456,0.012500000000000025,0.002560946135845397
NmfHyperEstimator,50,1,0.11044294449950454,0.7958333333333334,0.8907277214042599,0.0,5.0,0.00048411040156578995,0.023662118107501122,0.0062367205052301184
NmfHyperEstimator,50,2,0.12012395434416817,0.7687499999999999,0.8784411305347243,0.0,10.0,0.009671811416777448,0.01653594569415369,0.006116207023010399
NmfHyperEstimator,50,3,0.12225864601072962,0.7791666666666667,0.8840901859036396,0.0,15.0,0.01031480638334248,0.020090939085401972,0.014523382104092103
NmfHyperEstimator,50,4,0.13270941799880084,0.7687499999999999,0.8803715498539703,0.0,20.0,0.010642950592374344,0.0108253175473055,0.015984682667881386
NmfL1Estimator,30,0,0.3039727374206526,0.325,0.5687785383994312,0.0,0.0,0.002477173726242663,0.01653594569415368,0.012374956072264033
NmfL1Estimator,30,1,0.2877387152043052,0.30833333333333335,0.5591880383697362,0.0,5.0,0.002367949036972056,0.0036084391824351483,0.015564810741197482
NmfL1Estimator,30,2,0.2738630329707745,0.29583333333333334,0.5358751960558003,0.0,10.0,0.0019789884401157183,0.01909406539564932,0.017555319590384814
NmfL1Estimator,30,3,0.2485646424366442,0.28750000000000003,0.5390187139307544,0.0,15.0,0.00189244047119987,0.02165063509461096,0.02328758492049733
NmfL1Estimator,30,4,0.23594523304605816,0.29375,0.5390707769109861,0.0,20.0,0.0015782149263326964,0.0062500000000000125,0.024491093290999903
NmfL1Estimator,50,0,0.300513304717453,0.3020833333333333,0.5372979224116393,0.0,0.0,0.00200700934073427,0.013010412496663338,0.03725865347859531
NmfL1Estimator,50,1,0.2840796560084766,0.3083333333333333,0.5356520196344929,0.0,5.0,0.002448471445534782,0.013010412496663341,0.022534095857399846
NmfL1Estimator,50,2,0.27001912311280063,0.29791666666666666,0.5363843844802739,0.0,10.0,0.002353095953917579,0.013010412496663336,0.024999520122666274
NmfL1Estimator,50,3,0.24392526419528707,0.3166666666666667,0.5524525321653317,0.0,15.0,0.0018096640777046863,0.019094065395649333,0.013523615219951927
NmfL1Estimator,50,4,0.23163680456627067,0.28750000000000003,0.5281442535104744,0.0,20.0,0.0014539876545500128,0.0165359456941537,0.013545786582520942
NmfL2Estimator,30,0,0.15314013503853982,0.7666666666666666,0.8768826093085521,0.0,0.0,0.00034449139731858964,0.03442231592053818,0.013240271882809497
NmfL2Estimator,30,1,0.1477053476425336,0.7520833333333333,0.8749717050390636,0.0,5.0,0.0006929351244173003,0.026020824993326672,0.005469431378117901
NmfL2Estimator,30,2,0.14740124133685475,0.7687499999999999,0.8779406950105889,0.0,10.0,0.0008063242343794648,0.03247595264191641,0.009607729907441765
NmfL2Estimator,30,3,0.143490760908858,0.7624999999999998,0.880616399874136,0.0,15.0,0.0009071654163656815,0.028641098093473996,0.008990004308815682
NmfL2Estimator,30,4,0.14591340681525403,0.7166666666666667,0.8541724733473727,0.0,20.0,0.00030453951534584406,0.028867513459481298,0.01213507106761685
