alg,n_components,noise_id,rre_mean,acc_mean,nmi_mean,p,r,rre_sd,acc_sd,nmi_sd
ModifiedNMF,30,0,0.13632261948556423,0.71875,0.8411071579452155,0.0,0.5,0.0018503504864333068,0.027243118397129215,0.013786814316917724
ModifiedNMF,30,1,0.31563920312414195,0.6875,0.8321978917549306,0.10000000000000002,0.5,0.001986964032804512,0.03307189138830738,0.01640462043425394
ModifiedNMF,30,2,0.3984337856568205,0.6437499999999999,0.7992904515485361,0.20000000000000004,0.5,0.0018242987059192244,0.018749999999999933,0.018549511590973383
ModifiedNMF,30,3,0.4526324254909125,0.5104166666666666,0.7053402864248158,0.30000000000000004,0.5,0.001554181491636174,0.034422315920538155,0.024068289723907253
ModifiedNMF,30,4,0.49122893174130433,0.4541666666666666,0.6579623047729961,0.4000000000000001,0.5,0.0016372536406627947,0.019094065395649323,0.008853190043021103
ModifiedNMF,30,5,0.5219908491019942,0.4083333333333334,0.6361395406198357,0.5,0.5,0.0013792529085671287,0.02366211810750115,0.024138013919846126
ModifiedNMF,50,0,0.11070161537747776,0.6333333333333333,0.7873795940470698,0.0,0.5,0.002087146530424973,0.03442231592053811,0.03166547258200975
ModifiedNMF,50,1,0.28565610914487,0.6395833333333333,0.7938517411722059,0.10000000000000002,0.5,0.0019575465964277875,0.0314576434802948,0.03484310644958246
ModifiedNMF,50,2,0.3626764597507269,0.5479166666666667,0.7363618477396542,0.20000000000000004,0.5,0.0016201828366802266,0.0036084391824352043,0.018176410172014715
ModifiedNMF,50,3,0.4127383703592668,0.425,0.6301934877187457,0.30000000000000004,0.5,0.0012686052449190645,0.010825317547305513,0.01371618559141063
ModifiedNMF,50,4,0.44906697057251005,0.40625,0.597935359288024,0.4000000000000001,0.5,0.0011781681664128423,0.006249999999999978,0.011315066693875319
ModifiedNMF,50,5,0.4769636175909731,0.3520833333333333,0.562234131617862,0.5,0.5,0.0010282085460679468,0.020090939085401976,0.01399117056145563
NmfHyperEstimator,30,0,0.14385942628115764,0.775,0.885728096179025,0.0,0.5,0.007291471903235603,0.043750000000000004,0.019628973959253483
NmfHyperEstimator,30,1,0.3130047062172254,0.7312500000000001,0.8595927078713119,0.10000000000000002,0.5,0.0023515201020464175,0.04330127018922192,0.03055662367650263
NmfHyperEstimator,30,2,0.3943138173872336,0.6375000000000001,0.7898217537482909,0.20000000000000004,0.5,0.0019794739473698217,0.01653594569415369,0.01530085338089326
NmfHyperEstimator,30,3,0.4474467957011026,0.5395833333333333,0.7229118298175905,0.30000000000000004,0.5,0.0017038393392676899,0.015728821740147413,0.004857726500220116
NmfHyperEstimator,30,4,0.4856152219809249,0.4583333333333333,0.6642153449045181,0.4000000000000001,0.5,0.0018947186367223642,0.02602082499332667,0.01965839356226613
