,alg,n_components,kwargs,noise_id,trial_id,rre,acc_score,nmi_score,p,r
66,NmfHyperEstimator,50,{},5,1,0.6628849011707715,0.1358195211786372,0.15932442801024477,0.5,0.5
67,NmfL1Estimator,50,{},5,1,0.7324476874718775,0.08839779005524862,0.08995295603383417,0.5,0.5
68,ModifiedNMF,50,{},5,2,0.6694365185683125,0.12937384898710866,0.1530947744988909,0.5,0.5
69,NmfL2Estimator,50,{},5,2,0.67327073859088,0.13213627992633517,0.14380948519634484,0.5,0.5
70,NmfHyperEstimator,50,{},5,2,0.6638191024317062,0.14042357274401474,0.1775735286155709,0.5,0.5
71,NmfL1Estimator,50,{},5,2,0.7329381117805586,0.0847145488029466,0.08129420334744733,0.5,0.5
72,ModifiedNMF,50,{},6,0,0.6874939198245713,0.1210865561694291,0.13941714465729219,0.6000000000000001,0.5
73,NmfL2Estimator,50,{},6,0,0.691370658323354,0.1072744014732965,0.11507602076372998,0.6000000000000001,0.5
74,NmfHyperEstimator,50,{},6,0,0.682153021685635,0.11602209944751381,0.13478569228939755,0.6000000000000001,0.5
75,NmfL1Estimator,50,{},6,0,0.7560391543168563,0.08793738489871086,0.08565529231342923,0.6000000000000001,0.5
76,ModifiedNMF,50,{},6,1,0.6869431904968708,0.11832412523020258,0.12856847023665283,0.6000000000000001,0.5
77,NmfL2Estimator,50,{},6,1,0.6907747404051618,0.10313075506445672,0.10511488492756031,0.6000000000000001,0.5
78,NmfHyperEstimator,50,{},6,1,0.6814095800612071,0.1220073664825046,0.13562163126714608,0.6000000000000001,0.5
79,NmfL1Estimator,50,{},6,1,0.7555923708501495,0.08931860036832412,0.09276763368198844,0.6000000000000001,0.5
80,ModifiedNMF,50,{},6,2,0.6878209905979632,0.1141804788213628,0.12411628639466313,0.6000000000000001,0.5
81,NmfL2Estimator,50,{},6,2,0.6915135383456464,0.10497237569060773,0.10121896755015741,0.6000000000000001,0.5
82,NmfHyperEstimator,50,{},6,2,0.6823507643944179,0.1132596685082873,0.13135746982913404,0.6000000000000001,0.5
83,NmfL1Estimator,50,{},6,2,0.7565962744316787,0.08839779005524862,0.09455157184070398,0.6000000000000001,0.5
