,alg,n_components,kwargs,noise_id,trial_id,rre,acc_score,nmi_score,mean,sigma
69,NmfL2Estimator,20,{},3,2,0.1692382477348538,0.1643646408839779,0.21120814295299076,0.0,15.0
70,NmfHyperEstimator,20,{},3,2,0.5363307510477741,0.08057090239410682,0.06168422401607941,0.0,15.0
71,NmfL1Estimator,20,{},3,2,0.27492556329840484,0.08517495395948435,0.08901605668032152,0.0,15.0
72,ModifiedNMF,20,{},3,3,0.16255006681016967,0.16574585635359115,0.22168601798913581,0.0,15.0
73,NmfL2Estimator,20,{},3,3,0.16937668440740264,0.16574585635359115,0.21984365034627593,0.0,15.0
74,NmfHyperEstimator,20,{},3,3,0.1733976449174201,0.13766114180478822,0.18484449501708272,0.0,15.0
75,NmfL1Estimator,20,{},3,3,0.2665236612551806,0.08103130755064457,0.08049967073671924,0.0,15.0
76,ModifiedNMF,20,{},3,4,0.1625671230232225,0.1712707182320442,0.2283166328225569,0.0,15.0
77,NmfL2Estimator,20,{},3,4,0.17050995636703148,0.16298342541436464,0.2305707989469611,0.0,15.0
78,NmfHyperEstimator,20,{},3,4,0.1742549690354341,0.14594843462246776,0.19003817760848368,0.0,15.0
79,NmfL1Estimator,20,{},3,4,0.279459047156671,0.08517495395948435,0.09011921739600386,0.0,15.0
80,ModifiedNMF,20,{},4,0,0.1543223033473951,0.16574585635359115,0.20747049965312725,0.0,20.0
81,NmfL2Estimator,20,{},4,0,0.1621559794055899,0.16114180478821363,0.2014914701252922,0.0,20.0
82,NmfHyperEstimator,20,{},4,0,0.1768372007900121,0.10405156537753223,0.10137493273184367,0.0,20.0
83,NmfL1Estimator,20,{},4,0,0.27558571560891115,0.08195211786372007,0.07092607177445362,0.0,20.0
84,ModifiedNMF,20,{},4,1,0.15370031295204453,0.16988950276243095,0.21397153004884123,0.0,20.0
85,NmfL2Estimator,20,{},4,1,0.16191837408341114,0.15699815837937384,0.2122166954018868,0.0,20.0
86,NmfHyperEstimator,20,{},4,1,0.17224950482405813,0.106353591160221,0.13097229668938307,0.0,20.0
87,NmfL1Estimator,20,{},4,1,0.2887467448566036,0.07688766114180479,0.07819851946771797,0.0,20.0
88,ModifiedNMF,20,{},4,2,0.1536974778977908,0.17587476979742173,0.22977798500076532,0.0,20.0
89,NmfL2Estimator,20,{},4,2,0.1614214418591984,0.16022099447513813,0.21349943797689847,0.0,20.0
90,NmfHyperEstimator,20,{},4,2,0.15979918233934295,0.1487108655616943,0.18196133346203525,0.0,20.0
91,NmfL1Estimator,20,{},4,2,0.3052213534411235,0.0856353591160221,0.07769784403797086,0.0,20.0
92,ModifiedNMF,20,{},4,3,0.15420924150744716,0.17633517495395948,0.24771671650901808,0.0,20.0
93,NmfL2Estimator,20,{},4,3,0.16267788978886688,0.15837937384898712,0.2128102976842055,0.0,20.0
94,NmfHyperEstimator,20,{},4,3,0.17974164147461774,0.09530386740331492,0.09593407457290304,0.0,20.0
95,NmfL1Estimator,20,{},4,3,0.28704815712883575,0.07826887661141804,0.08575246225240601,0.0,20.0
96,ModifiedNMF,20,{},4,4,0.15428246803812945,0.16758747697974216,0.21976289437371915,0.0,20.0
97,NmfL2Estimator,20,{},4,4,0.1622898208084347,0.143646408839779,0.21854596672561952,0.0,20.0
98,NmfHyperEstimator,20,{},4,4,0.17061191113735333,0.10497237569060773,0.11073041996210493,0.0,20.0
99,NmfL1Estimator,20,{},4,4,0.2931369524406947,0.0847145488029466,0.07497873426538058,0.0,20.0
100,ModifiedNMF,20,{},5,0,0.16242538416759178,0.19889502762430938,0.28621237050851983,0.0,25.0
101,NmfL2Estimator,20,{},5,0,0.17073437010757367,0.14548802946593,0.19760625743957558,0.0,25.0
102,NmfHyperEstimator,20,{},5,0,0.1826275733113278,0.09714548802946593,0.09839542648182306,0.0,25.0
103,NmfL1Estimator,20,{},5,0,0.2962557399910229,0.08425414364640885,0.07463055153839139,0.0,25.0
104,ModifiedNMF,20,{},5,1,0.16181330478715747,0.1781767955801105,0.23515929369677688,0.0,25.0
105,NmfL2Estimator,20,{},5,1,0.16990235160315728,0.16114180478821363,0.18426045939102106,0.0,25.0
106,NmfHyperEstimator,20,{},5,1,0.18799098073168055,0.08057090239410682,0.07436136300085563,0.0,25.0
107,NmfL1Estimator,20,{},5,1,0.2956673403192158,0.07965009208103131,0.07233969547829244,0.0,25.0
108,ModifiedNMF,20,{},5,2,0.16176624090311648,0.17633517495395948,0.24908646145323407,0.0,25.0
109,NmfL2Estimator,20,{},5,2,0.16994627482942218,0.15469613259668508,0.18906892456165178,0.0,25.0
110,NmfHyperEstimator,20,{},5,2,0.18152148252968303,0.0934622467771639,0.09661429326223554,0.0,25.0
111,NmfL1Estimator,20,{},5,2,0.2914887854951497,0.0847145488029466,0.0762026419232669,0.0,25.0
112,ModifiedNMF,20,{},5,3,0.16225573084886907,0.18186003683241253,0.22990816344384923,0.0,25.0
113,NmfL2Estimator,20,{},5,3,0.17036656685452975,0.1445672191528545,0.1780620203053708,0.0,25.0
114,NmfHyperEstimator,20,{},5,3,0.17883503952281196,0.10819521178637201,0.11577105092790588,0.0,25.0
115,NmfL1Estimator,20,{},5,3,0.29525560327207956,0.07780847145488029,0.07108820490491996,0.0,25.0
116,ModifiedNMF,20,{},5,4,0.16247517242371168,0.1680478821362799,0.21859304849046451,0.0,25.0
117,NmfL2Estimator,20,{},5,4,0.17001301441333627,0.15101289134438306,0.20671300150383337,0.0,25.0
118,NmfHyperEstimator,20,{},5,4,0.18495346045522312,0.0916206261510129,0.10541195075199271,0.0,25.0
119,NmfL1Estimator,20,{},5,4,0.2916814364319134,0.08103130755064457,0.07285496873783491,0.0,25.0
120,ModifiedNMF,20,{},6,0,0.15643831982082385,0.1721915285451197,0.24788234609822954,0.0,30.0
121,NmfL2Estimator,20,{},6,0,0.16515098016112448,0.13720073664825047,0.17729811087238703,0.0,30.0
122,NmfHyperEstimator,20,{},6,0,0.17597195276176478,0.08609576427255985,0.07841201723087302,0.0,30.0
123,NmfL1Estimator,20,{},6,0,0.267213586331575,0.08195211786372007,0.07410743727112686,0.0,30.0
124,ModifiedNMF,20,{},6,1,0.15598472122245302,0.17633517495395948,0.2547528394291213,0.0,30.0
125,NmfL2Estimator,20,{},6,1,0.16376950684978542,0.15469613259668508,0.16940643499899913,0.0,30.0
126,NmfHyperEstimator,20,{},6,1,0.17671987613934834,0.07826887661141804,0.0653710734968278,0.0,30.0
127,NmfL1Estimator,20,{},6,1,0.2662393665335617,0.07826887661141804,0.08394179353180374,0.0,30.0
128,ModifiedNMF,20,{},6,2,0.15596703859197678,0.18922651933701656,0.2676947655826363,0.0,30.0
129,NmfL2Estimator,20,{},6,2,0.16383974777028554,0.13121546961325967,0.16699447435012585,0.0,30.0
130,NmfHyperEstimator,20,{},6,2,0.1746334258348728,0.08793738489871086,0.09009227453388907,0.0,30.0
131,NmfL1Estimator,20,{},6,2,0.26629621392831937,0.08057090239410682,0.07821125369048658,0.0,30.0
132,ModifiedNMF,20,{},6,3,0.15636298806542698,0.17633517495395948,0.23248792556607561,0.0,30.0
133,NmfL2Estimator,20,{},6,3,0.1647124269610841,0.13167587476979742,0.17064924459614175,0.0,30.0
134,NmfHyperEstimator,20,{},6,3,0.1769821668821936,0.07826887661141804,0.06336258756410336,0.0,30.0
135,NmfL1Estimator,20,{},6,3,0.2670236679478389,0.07826887661141804,0.08210643339831575,0.0,30.0
136,ModifiedNMF,20,{},6,4,0.1565997763832446,0.18968692449355432,0.2612783445331256,0.0,30.0
137,NmfL2Estimator,20,{},6,4,0.1648189700236733,0.1408839779005525,0.17192352366656272,0.0,30.0
138,NmfHyperEstimator,20,{},6,4,0.1770382537035774,0.08011049723756906,0.07552655920180901,0.0,30.0
139,NmfL1Estimator,20,{},6,4,0.26603153501859317,0.08241252302025782,0.07746498227951043,0.0,30.0
140,ModifiedNMF,20,{},7,0,0.1648478110020888,0.18139963167587478,0.23157331797166833,0.0,35.0
141,NmfL2Estimator,20,{},7,0,0.1723450219944713,0.13075506445672191,0.16714556524975652,0.0,35.0
142,NmfHyperEstimator,20,{},7,0,0.18519194521051205,0.07550644567219153,0.05457016800100512,0.0,35.0
143,NmfL1Estimator,20,{},7,0,0.26516449137796844,0.07826887661141804,0.0747349700589155,0.0,35.0
144,ModifiedNMF,20,{},7,1,0.16434611628070137,0.19337016574585636,0.26302507364880273,0.0,35.0
145,NmfL2Estimator,20,{},7,1,0.17231031841870156,0.13259668508287292,0.15550748025342884,0.0,35.0
146,NmfHyperEstimator,20,{},7,1,0.18130725889756083,0.08885819521178637,0.07580312431738244,0.0,35.0
147,NmfL1Estimator,20,{},7,1,0.2646978945498482,0.07780847145488029,0.07669041296862115,0.0,35.0
148,ModifiedNMF,20,{},7,2,0.16438183882195906,0.1841620626151013,0.2384599242322572,0.0,35.0
149,NmfL2Estimator,20,{},7,2,0.1716541409089254,0.13259668508287292,0.16683353507940574,0.0,35.0
150,NmfHyperEstimator,20,{},7,2,0.18386700632788555,0.08241252302025782,0.07415961492749322,0.0,35.0
151,NmfL1Estimator,20,{},7,2,0.26383824970487973,0.07780847145488029,0.07454124160611296,0.0,35.0
152,ModifiedNMF,20,{},7,3,0.16468298251335511,0.16896869244935545,0.22851221301261482,0.0,35.0
153,NmfL2Estimator,20,{},7,3,0.1722575314175498,0.13627992633517497,0.168324151759846,0.0,35.0
154,NmfHyperEstimator,20,{},7,3,0.1828508238536931,0.08103130755064457,0.06584103456908846,0.0,35.0
155,NmfL1Estimator,20,{},7,3,0.26310140394665643,0.08517495395948435,0.08042382865896905,0.0,35.0
156,ModifiedNMF,20,{},7,4,0.164864919979043,0.18554327808471455,0.23227729148012222,0.0,35.0
157,NmfL2Estimator,20,{},7,4,0.17269794883497683,0.12661141804788215,0.16835425213562846,0.0,35.0
158,NmfHyperEstimator,20,{},7,4,0.18454527706796997,0.07688766114180479,0.06145423539516614,0.0,35.0
159,NmfL1Estimator,20,{},7,4,0.2629499454951998,0.08103130755064457,0.0768717103575549,0.0,35.0
160,ModifiedNMF,20,{},8,0,0.1655185156465154,0.1781767955801105,0.25281164972913145,0.0,40.0
161,NmfL2Estimator,20,{},8,0,0.17346607750855966,0.11602209944751381,0.14113652830911122,0.0,40.0
162,NmfHyperEstimator,20,{},8,0,0.18105978191936664,0.08149171270718232,0.07116105735626706,0.0,40.0
163,NmfL1Estimator,20,{},8,0,0.24956569378620663,0.08333333333333333,0.08310117584344512,0.0,40.0
164,ModifiedNMF,20,{},8,1,0.16510757112481042,0.17679558011049723,0.22301820020647414,0.0,40.0
165,NmfL2Estimator,20,{},8,1,0.17257720549417666,0.12016574585635359,0.14918924105007872,0.0,40.0
166,NmfHyperEstimator,20,{},8,1,0.1818324749873372,0.07366482504604052,0.06446051591832956,0.0,40.0
167,NmfL1Estimator,20,{},8,1,0.251000003623995,0.08195211786372007,0.06947246895312299,0.0,40.0
168,ModifiedNMF,20,{},8,2,0.1650817634429875,0.17725598526703498,0.24898289588609634,0.0,40.0
169,NmfL2Estimator,20,{},8,2,0.17246715143643743,0.11279926335174954,0.148319809950409,0.0,40.0
170,NmfHyperEstimator,20,{},8,2,0.18095514019466086,0.07780847145488029,0.08090350620668499,0.0,40.0
171,NmfL1Estimator,20,{},8,2,0.2502780737414194,0.07965009208103131,0.07438046644859213,0.0,40.0
172,ModifiedNMF,20,{},8,3,0.16541264763653746,0.1680478821362799,0.25073648711020136,0.0,40.0
173,NmfL2Estimator,20,{},8,3,0.17275804052824192,0.12292817679558012,0.15320093303308102,0.0,40.0
174,NmfHyperEstimator,20,{},8,3,0.18132435297793187,0.07780847145488029,0.06355618801881323,0.0,40.0
175,NmfL1Estimator,20,{},8,3,0.2508390044882775,0.07918968692449356,0.07637606875149036,0.0,40.0
176,ModifiedNMF,20,{},8,4,0.1654784865563017,0.17265193370165746,0.24231436926421163,0.0,40.0
177,NmfL2Estimator,20,{},8,4,0.1729231189037921,0.11187845303867404,0.12728193746055666,0.0,40.0
178,NmfHyperEstimator,20,{},8,4,0.1801602208462632,0.08241252302025782,0.07768094828369254,0.0,40.0
179,NmfL1Estimator,20,{},8,4,0.2516917963445078,0.08333333333333333,0.07515802391128004,0.0,40.0
180,ModifiedNMF,20,{},9,0,0.16717126126077458,0.18139963167587478,0.23891098115821177,0.0,45.0
181,NmfL2Estimator,20,{},9,0,0.17472535094196082,0.09760589318600368,0.11015351713614176,0.0,45.0
182,NmfHyperEstimator,20,{},9,0,0.18095186474536146,0.0787292817679558,0.07281198236755886,0.0,45.0
183,NmfL1Estimator,20,{},9,0,0.24259476695230583,0.0865561694290976,0.08192897469988189,0.0,45.0
184,ModifiedNMF,20,{},9,1,0.16678371116349658,0.1841620626151013,0.25024674096155153,0.0,45.0
185,NmfL2Estimator,20,{},9,1,0.17376081009454866,0.11694290976058933,0.1311152436751674,0.0,45.0
186,NmfHyperEstimator,20,{},9,1,0.17949088741629307,0.07504604051565378,0.06618572331799039,0.0,45.0
187,NmfL1Estimator,20,{},9,1,0.24253216229275987,0.08057090239410682,0.07398897907560577,0.0,45.0
188,ModifiedNMF,20,{},9,2,0.1667522014278241,0.18462246777163904,0.24319811817535647,0.0,45.0
189,NmfL2Estimator,20,{},9,2,0.1743776487707481,0.1072744014732965,0.12095159023212167,0.0,45.0
190,NmfHyperEstimator,20,{},9,2,0.18160677055559823,0.07504604051565378,0.059564429432707754,0.0,45.0
191,NmfL1Estimator,20,{},9,2,0.24187536105380414,0.0787292817679558,0.07076352873811552,0.0,45.0
192,ModifiedNMF,20,{},9,3,0.16705399133254617,0.15930018416206262,0.21495604714300418,0.0,45.0
193,NmfL2Estimator,20,{},9,3,0.17431352164270614,0.10128913443830571,0.11768242701542035,0.0,45.0
194,NmfHyperEstimator,20,{},9,3,0.1819929698313367,0.07734806629834254,0.06770325584196277,0.0,45.0
195,NmfL1Estimator,20,{},9,3,0.24333389307475037,0.0847145488029466,0.08152719365117773,0.0,45.0
196,ModifiedNMF,20,{},9,4,0.1671391537249553,0.16160220994475138,0.2165462472913903,0.0,45.0
197,NmfL2Estimator,20,{},9,4,0.17406785382164175,0.11233885819521179,0.14026086218336534,0.0,45.0
198,NmfHyperEstimator,20,{},9,4,0.1794486837554573,0.07596685082872928,0.06927117550624799,0.0,45.0
199,NmfL1Estimator,20,{},9,4,0.24323024181222688,0.08195211786372007,0.07588352526184497,0.0,45.0
